0.2885904,0.1194043,0.1338376,0.2916491,0.2220835,1
0.2822569,0.1024695,0.1418402,0.2935708,0.2263548,1
0.2866488,0.08760308,0.1609169,0.2817613,0.2209397,1
0.2365802,0.06713924,0.2255963,0.2098154,0.2587274,0
0.2346289,0.05358658,0.1908904,0.2412973,0.2817927,0
0.2369397,0.06795059,0.1432469,0.3027869,0.278522,0
0.1922233,0.1914945,0.08259225,0.2904858,0.2336844,1
0.1959409,0.1874821,0.06177713,0.3132994,0.2459618,1
0.2117041,0.1812411,0.08214319,0.3164793,0.2587758,1
0.2521032,0.217719,0.08533593,0.2787048,0.2465979,1
0.2001621,0.2444521,0.09668976,0.279166,0.2519972,1
0.2046098,0.1805806,0.1026806,0.2813203,0.2437196,1
0.190913,0.1783856,0.09912631,0.2923492,0.2464877,1
0.1847055,0.1800616,0.09905005,0.29273,0.2460178,1
0.1929019,0.1341703,0.1477753,0.2793027,0.2416748,1
0.2056284,0.1197617,0.1196292,0.269221,0.2804335,1
0.1839482,0.09691559,0.1358666,0.299992,0.2762504,1
0.1794564,0.1010377,0.1412635,0.273442,0.2963748,1
0.1176189,0.2040836,0.3300389,0.2045332,0.1512929,0
0.1867942,0.1065932,0.3776416,0.1855112,0.1499939,0
0.1791295,0.1079998,0.362346,0.2189731,0.159112,0
0.1972708,0.0930479,0.3326172,0.2380643,0.1530759,0
0.163275,0.1030558,0.3323834,0.2548118,0.160133,0
0.1630102,0.1010674,0.3485658,0.2334145,0.1714654,0
0.1749688,0.1529698,0.3072143,0.2489113,0.1685144,0
0.1532553,0.1569742,0.2656703,0.2527402,0.2009952,0
0.1492631,0.1532029,0.2581291,0.2496522,0.2158502,0
0.1791201,0.1594574,0.2201837,0.2443532,0.2179962,0
0.2394078,0.1357465,0.192972,0.2356037,0.2265142,0
0.3063467,0.08222595,0.1684558,0.2400857,0.2151453,1
0.2250198,0.1199169,0.2453643,0.1967046,0.2155069,1
0.1704592,0.1491685,0.2245103,0.2185229,0.2367251,1
0.1723244,0.1677811,0.2254682,0.2172901,0.2294264,1
0.176205,0.1533308,0.2269765,0.2162319,0.2302605,1
0.1611274,0.1513701,0.2666895,0.1877286,0.2383051,1
0.1482164,0.1587044,0.2818137,0.1887419,0.2443033,1
0.1777673,0.136752,0.2595959,0.196093,0.2501083,1
0.1365997,0.1470966,0.2784899,0.1727984,0.2754553,1
0.1353671,0.1369603,0.2983423,0.1946899,0.2583808,1
0.196358,0.1244434,0.3156302,0.233177,0.1411698,0
0.1200237,0.1950918,0.381126,0.1616159,0.1451819,0
0.0871608,0.2632095,0.379483,0.1564092,0.1133419,0
0.0949423,0.246225,0.412613,0.142595,0.1045118,0
0.101395,0.2832322,0.385187,0.154859,0.09393471,0
0.1063986,0.2443587,0.4005504,0.1734208,0.087414,0
0.1969329,0.2247055,0.3902003,0.1421215,0.07586773,0
0.1837746,0.2569401,0.3902424,0.1366142,0.07827115,0
0.1804753,0.300289,0.3480124,0.14163,0.07334256,0
0.3533925,0.08726675,0.2103353,0.1959573,0.1662176,1
0.2506773,0.06727185,0.2357806,0.2446608,0.2146944,1
0.2108359,0.1065542,0.3345498,0.1552786,0.2078065,1
0.2030808,0.0934088,0.3642598,0.1532954,0.2038764,1
0.1998922,0.1007594,0.3993406,0.1297767,0.1947865,1
0.1820175,0.0959262,0.3980238,0.1415731,0.2037307,1
0.1590036,0.1003342,0.4014921,0.1416095,0.2059653,1
0.1765952,0.09720386,0.3954469,0.1400585,0.2050941,1
0.1873145,0.09912157,0.395475,0.1119438,0.2127829,1
0.22228,0.09448425,0.3976489,0.110884,0.1961713,1
0.1963409,0.091774,0.3855039,0.133841,0.2064085,1
0.203181,0.09490636,0.3245485,0.1954839,0.202351,1
0.1900645,0.108982,0.2264861,0.2516379,0.2477655,1
0.2300128,0.05458328,0.2699618,0.2139029,0.2610563,1
0.2467755,0.06041706,0.2414463,0.2222665,0.2592978,1
0.2440723,0.05727854,0.2563969,0.2121211,0.2599333,1
0.06721081,0.2105579,0.2855268,0.2975888,0.141026,0
0.09366798,0.2010286,0.2747854,0.3300011,0.1247964,0
0.1128158,0.2817332,0.3226689,0.2238583,0.1005145,0
0.05397611,0.2810645,0.3956384,0.1902049,0.08706263,0
0.05651378,0.3315855,0.3652614,0.1744331,0.07434241,0
0.07742685,0.3109681,0.3852978,0.1678262,0.06866424,0
0.08922615,0.3248197,0.3766021,0.1532357,0.06752956,0
0.08124441,0.3605081,0.3466457,0.1543218,0.06554833,0
0.06128698,0.3663571,0.3562001,0.1468885,0.07434967,0
0.07418841,0.38181,0.3116388,0.1623304,0.08021128,0
0.09373306,0.3449989,0.3528652,0.1393695,0.08442438,0
0.1320304,0.3614933,0.3142099,0.1430977,0.08283135,0
0.1666528,0.3558375,0.2635025,0.1797107,0.09938539,0
0.1391935,0.2454288,0.3003478,0.1784915,0.1680585,0
0.1673169,0.2273706,0.2561988,0.2256034,0.1637796,0
0.1815436,0.2048871,0.217478,0.2714967,0.1736387,0
0.3099862,0.08261412,0.2615677,0.2227258,0.1773864,1
